leg,constituency_code,constituency,party,name,date_start,date_end
2,11,Lisboa,APU,António Anselmo Aníbal,1980-10-06,1983-04-25
2,11,Lisboa,APU,Carlos Hahneman Saavedra de Aboim Inglez,1980-10-06,1983-04-25
2,11,Lisboa,APU,Álvaro Augusto Veiga de Oliveira,1980-10-06,1983-04-25
2,11,Lisboa,APU,Jerónimo Carvalho de Sousa,1980-10-06,1983-04-25
2,11,Lisboa,APU,Maria Alda Barbosa Nogueira,1980-10-06,1983-04-25
2,11,Lisboa,APU,José Luís Judas,1980-10-06,1983-04-25
2,11,Lisboa,APU,Manuel Correia Lopes,1980-10-06,1983-04-25
2,11,Lisboa,APU,Georgette d'Oliveira Berreira,1980-10-06,1983-04-25
2,11,Lisboa,APU,Zita Maria de Seabra Roseiro,1980-10-06,1983-04-25
2,11,Lisboa,APU,Hélder Simão Pinheiro,1980-10-06,1983-04-25
2,11,Lisboa,UDP,Mário António Baptista Tomé,1980-10-06,1983-04-25
2,12,Portalegre,AD,José Manuel Rodrigues Casqueiro,1980-10-06,1983-04-25
2,12,Portalegre,AD,José Manuel Pinheiro Barradas,1980-10-06,1983-04-25
2,12,Portalegre,FRS,Júlio Francisco Miranda Calha,1980-10-06,1983-04-25
2,12,Portalegre,APU,Joaquim António Miranda da Silva,1980-10-06,1983-04-25
2,13,Porto,AD,Francisco José Pereira Pinto Balsemão,1980-10-06,1983-04-25
2,13,Porto,AD,Adelino Manuel Lopes Amaro da Costa,1980-10-06,1983-04-25
2,13,Porto,AD,Mário Júlio Montalvão Machado,1980-10-06,1983-04-25
2,13,Porto,AD,Amélia Cavaleiro Monteiro de Andrade de Azevedo,1980-10-06,1983-04-25
2,13,Porto,AD,João Lopes Porto,1980-10-06,1983-04-25
2,13,Porto,AD,Rui Alberto Barradas do Amaral,1980-10-06,1983-04-25
2,13,Porto,AD,Alípio Barrosa Pereira Dias,1980-10-06,1983-04-25
2,13,Porto,AD,Luís Aníbal de Sá Azevedo Coutinho,1980-10-06,1983-04-25
2,13,Porto,AD,António Augusto Lacerda de Queirós,1980-10-06,1983-04-25
2,13,Porto,AD,Eugénio Maria Nunes Anacoreta Correia,1980-10-06,1983-04-25
2,13,Porto,AD,Manuel Ferreira Martins,1980-10-06,1983-04-25
2,13,Porto,AD,José Bento Gonçalves,1980-10-06,1983-04-25
2,13,Porto,AD,Adriano Vasco da Fonseca Rodrigues,1980-10-06,1983-04-25
2,13,Porto,AD,Manuel Maria Moreira,1980-10-06,1983-04-25
2,13,Porto,AD,Manuel António Araújo dos Santos,1980-10-06,1983-04-25
2,13,Porto,AD,Adalberto Manuel da Fonseca Neiva de Oliveira,1980-10-06,1983-04-25
2,13,Porto,AD,Américo Abreu Dias,1980-10-06,1983-04-25
2,13,Porto,AD,António Cardoso Moniz,1980-10-06,1983-04-25
2,13,Porto,AD,António Vilar Ribeiro,1980-10-06,1983-04-25
2,13,Porto,FRS,António Cândido Miranda de Macedo,1980-10-06,1983-04-25
2,13,Porto,FRS,Mário Manuel Cal Brandão,1980-10-06,1983-04-25
2,13,Porto,FRS,António de Almeida Santos,1980-10-06,1983-04-25
2,13,Porto,FRS,José Luís do Amaral Nunes,1980-10-06,1983-04-25
2,13,Porto,FRS,Carlos Cardoso Lage,1980-10-06,1983-04-25
2,13,Porto,FRS,Manuel António dos Santos,1980-10-06,1983-04-25
2,13,Porto,FRS,Luís Silvério Gonçalves Saias,1980-10-06,1983-04-25
2,13,Porto,FRS,Rui Manuel Polónio de Sampaio,1980-10-06,1983-04-25
2,13,Porto,FRS,António Fernandes da Fonseca,1980-10-06,1983-04-25
2,13,Porto,FRS,Joaquim Sousa Gomes Carneiro,1980-10-06,1983-04-25
2,13,Porto,FRS,António Emílio Teixeira Lopes,1980-10-06,1983-04-25
2,13,Porto,FRS,Adelino Teixeira de Carvalho,1980-10-06,1983-04-25
2,13,Porto,FRS,Bento Elísio de Azevedo,1980-10-06,1983-04-25
2,13,Porto,FRS,Fernando Manuel dos Santos Gomes,1980-10-06,1983-04-25
2,13,Porto,APU,Carlos Campos Rodrigues da Costa,1980-10-06,1983-04-25
2,13,Porto,APU,Ângelo Matos Mendes Veloso,1980-10-06,1983-04-25
2,13,Porto,APU,Armando Artur Teixeira da Silva,1980-10-06,1983-04-25
2,13,Porto,APU,Raúl Fernandes de Morais e Castro,1980-10-06,1983-04-25
2,13,Porto,APU,António da Silva Mota,1980-10-06,1983-04-25
2,14,Santarém,AD,Leonardo Eugénio Ramos Ribeiro de Almeida,1980-10-06,1983-04-25
2,14,Santarém,AD,António Jacinto Martins Canaverde,1980-10-06,1983-04-25
2,14,Santarém,AD,Fernando dos Reis Condesso,1980-10-06,1983-04-25
2,14,Santarém,AD,Henrique Manuel Soares Cruz,1980-10-06,1983-04-25
2,14,Santarém,AD,José Augusto de Oliveira Baptista,1980-10-06,1983-04-25
2,14,Santarém,AD,José Eduardo Fernandes de Sanches Osório,1980-10-06,1983-04-25
2,14,Santarém,FRS,António Fernandes Marques Ribeiro Reis,1980-10-06,1983-04-25
2,14,Santarém,FRS,Joaquim Jorge de Magalhães Saraiva da Mota,1980-10-06,1983-04-25
2,14,Santarém,FRS,José Manuel Nisa Antunes Mendes,1980-10-06,1983-04-25
2,14,Santarém,FRS,Fausto Sacramento Marques,1980-10-06,1983-04-25
2,14,Santarém,APU,António Dias Lourenço,1980-10-06,1983-04-25
2,14,Santarém,APU,Raimundo do Céu Cabral,1980-10-06,1983-04-25
2,15,Setúbal,APU,Domingos Abrantes Ferreira,1980-10-06,1983-04-25
2,15,Setúbal,APU,José Rodrigues Vitoriano,1980-10-06,1983-04-25
2,15,Setúbal,APU,José Manuel Maia Nunes de Almeida,1980-10-06,1983-04-25
2,15,Setúbal,APU,Ercília Carreira Pimenta Talhadas,1980-10-06,1983-04-25
2,15,Setúbal,APU,Fernando de Almeida Sousa Marques,1980-10-06,1983-04-25
2,15,Setúbal,APU,Carlos Alberto do Carmo da Costa Espadinha,1980-10-06,1983-04-25
2,15,Setúbal,APU,Manuel Rogério de Sousa Brito,1980-10-06,1983-04-25
2,15,Setúbal,APU,Jorge Manuel Lampreia Patrício,1980-10-06,1983-04-25
2,15,Setúbal,APU,Maria Odete dos Santos,1980-10-06,1983-04-25
2,15,Setúbal,FRS,Herculano Rodrigues Pires,1980-10-06,1983-04-25
2,15,Setúbal,FRS,Eduardo Ribeiro Pereira,1980-10-06,1983-04-25
2,15,Setúbal,FRS,Luís Manuel César Nunes de Almeida,1980-10-06,1983-04-25
2,15,Setúbal,FRS,Manuel da Mata Cáceres,1980-10-06,1983-04-25
2,15,Setúbal,AD,Maria Helena do Rego da Costa Salema Roseta,1980-10-06,1983-04-25
2,15,Setúbal,AD,Fernando Manuel Alves Cardoso Ferreira,1980-10-06,1983-04-25
2,15,Setúbal,AD,Rui Eduardo Ferreira Rodrigues Pena,1980-10-06,1983-04-25
2,15,Setúbal,AD,Virgílio António Pinto Nunes,1980-10-06,1983-04-25
2,16,Viana do Castelo,AD,Júlio Lemos de Castro Caldas,1980-10-06,1983-04-25
2,16,Viana do Castelo,AD,João Gomes de Abreu de Lima,1980-10-06,1983-04-25
2,16,Viana do Castelo,AD,José da Silva Domingues,1980-10-06,1983-04-25
2,16,Viana do Castelo,AD,Daniel Fernandes Domingues,1980-10-06,1983-04-25
2,16,Viana do Castelo,AD,António Roleira Marinho,1980-10-06,1983-04-25
2,16,Viana do Castelo,FRS,Alberto Marques de Oliveira e Silva,1980-10-06,1983-04-25
2,17,Vila Real,AD,Amândio Anes de Azevedo,1980-10-06,1983-04-25
2,17,Vila Real,AD,Daniel Abílio Ferreira Bastos,1980-10-06,1983-04-25
2,17,Vila Real,AD,Alexandre Correia de Carvalho Reigoto,1980-10-06,1983-04-25
2,17,Vila Real,AD,Maria da Glória Rodrigues Duarte,1980-10-06,1983-04-25
2,17,Vila Real,AD,Joaquim Pinto,1980-10-06,1983-04-25
2,17,Vila Real,FRS,António Manuel Chambica de Azevedo Gomes,1980-10-06,1983-04-25
2,18,Viseu,AD,Álvaro Roque de Pinho Bissaia Barreto,1980-10-06,1983-04-25
2,18,Viseu,AD,Rui Garcia de Oliveira,1980-10-06,1983-04-25
2,18,Viseu,AD,António José Borges Gonçalves de Carvalho,1980-10-06,1983-04-25
2,18,Viseu,AD,Manuel António de Almeida de Azevedo e Vasconcelos,1980-10-06,1983-04-25
2,18,Viseu,AD,Álvaro Barros Marques Figueiredo,1980-10-06,1983-04-25
2,18,Viseu,AD,João da Silva Mendes Morgado,1980-10-06,1983-04-25
2,18,Viseu,AD,Luís António Martins,1980-10-06,1983-04-25
2,18,Viseu,AD,Alberto Henriques Coimbra,1980-10-06,1983-04-25
2,18,Viseu,FRS,António Francisco Barroso Sousa Gomes,1980-10-06,1983-04-25
2,18,Viseu,FRS,Armando dos Santos Lopes,1980-10-06,1983-04-25
2,19,Açores,PSD,João Bosco Soares Mota Amaral,1980-10-06,1983-04-25
2,19,Açores,PSD,António Maria de Ornelas Ourique Mendes,1980-10-06,1983-04-25
2,19,Açores,PSD,João Vasco da Luz Botelho de Paiva,1980-10-06,1983-04-25
2,19,Açores,PSD,José de Vargas Bulcão,1980-10-06,1983-04-25
2,19,Açores,PS,Jaime José Matos da Gama,1980-10-06,1983-04-25
2,20,Madeira,PSD,Manuel Filipe Correia de Jesus,1980-10-06,1983-04-25
2,20,Madeira,PSD,Nicolau Gregório de Freitas,1980-10-06,1983-04-25
2,20,Madeira,PSD,Cecília Pita Catarino,1980-10-06,1983-04-25
2,20,Madeira,PSD,João Manuel Coutinho Sá Fernandes,1980-10-06,1983-04-25
2,20,Madeira,PS,António José Vieira de Freitas,1980-10-06,1983-04-25
2,21,Círculo da Europa,AD,Luís Fernando Cardoso Nandim de Carvalho,1980-10-06,1983-04-25
2,21,Círculo da Europa,PS,João Alfredo Félix Vieira Lima,1980-10-06,1983-04-25
2,22,Círculo de fora da Europa,AD,Maria Manuela Aguiar Dias Moreira,1980-10-06,1983-04-25
2,22,Círculo de fora da Europa,AD,José Augusto Gama,1980-10-06,1983-04-25
3,1,Aveiro,PS,António Frederico Vieira de Moura,1983-04-26,1985-10-06
3,1,Aveiro,PS,José Barbosa Mota,1983-04-26,1985-10-06
3,1,Aveiro,PS,Alberto Rodrigues Ferreira Camboa,1983-04-26,1985-10-06
3,1,Aveiro,PS,Rosa Maria da Silva Bastos da Horta Albernaz,1983-04-26,1985-10-06
3,1,Aveiro,PS,José de Almeida Valente,1983-04-26,1985-10-06
3,1,Aveiro,PS,João Eduardo Coelho Ferraz de Abreu,1983-04-26,1985-10-06
3,1,Aveiro,PSD,José Ângelo Ferreira Correia,1983-04-26,1985-10-06
3,1,Aveiro,PSD,Mário Martins Adegas,1983-04-26,1985-10-06
3,1,Aveiro,PSD,Manuel Maria Portugal da Fonseca,1983-04-26,1985-10-06
3,1,Aveiro,PSD,Alberto Augusto Faria dos Santos,1983-04-26,1985-10-06
3,1,Aveiro,PSD,Adérito Manuel Soares Campos,1983-04-26,1985-10-06
3,1,Aveiro,PSD,João Evangelista Rocha de Almeida,1983-04-26,1985-10-06
3,1,Aveiro,CDS,José Girão Pereira,1983-04-26,1985-10-06
3,1,Aveiro,CDS,António José de Castro Bagão Félix,1983-04-26,1985-10-06
3,1,Aveiro,APU,Zita Maria de Seabra Roseiro,1983-04-26,1985-10-06
3,2,Beja,APU,José Batista Mestre Soeiro,1983-04-26,1985-10-06
3,2,Beja,APU,Francisco Miguel Duarte,1983-04-26,1985-10-06
3,2,Beja,APU,Belchior Alves Pereira,1983-04-26,1985-10-06
3,2,Beja,PS,Manuel Joaquim Rodrigues Masseno,1983-04-26,1985-10-06
3,2,Beja,PS,Luís Abílio da Conceição Cacito,1983-04-26,1985-10-06
3,3,Braga,PS,Raúl d'Assunção Pimenta Rego,1983-04-26,1985-10-06
3,3,Braga,PS,Francisco Soares Mesquita Machado,1983-04-26,1985-10-06
3,3,Braga,PS,Frederico Augusto Fonseca Handel de Oliveira,1983-04-26,1985-10-06
3,3,Braga,PS,António Domingues de Azevedo,1983-04-26,1985-10-06
3,3,Braga,PS,Agostinho de Jesus Domingues,1983-04-26,1985-10-06
3,3,Braga,PS,Jorge Manuel Guimarães Quinta,1983-04-26,1985-10-06
3,3,Braga,PS,Gaspar Miranda Teixeira,1983-04-26,1985-10-06
3,3,Braga,PSD,João Maurício Fernandes Salgueiro,1983-04-26,1985-10-06
3,3,Braga,PSD,António Joaquim Bastos Marques Mendes,1983-04-26,1985-10-06
3,3,Braga,PSD,José Mário de Lemos Damião,1983-04-26,1985-10-06
3,3,Braga,PSD,Amândio Santa Cruz Domingues Basto Oliveira,1983-04-26,1985-10-06
3,3,Braga,PSD,António Sérgio Barbosa de Azevedo,1983-04-26,1985-10-06
3,3,Braga,CDS,Basílio Adolfo Mendonça Horta da Franca,1983-04-26,1985-10-06
3,3,Braga,CDS,José Luís Nogueira de Brito,1983-04-26,1985-10-06
3,3,Braga,CDS,Armando Domingos Lima Ribeiro de Oliveira,1983-04-26,1985-10-06
3,3,Braga,APU,António Joaquim de Azevedo Ferreira Lopes,1983-04-26,1985-10-06
3,4,Bragança,PSD,Casimiro António Pires,1983-04-26,1985-10-06
3,4,Bragança,PSD,Domingos Duarte Lima,1983-04-26,1985-10-06
3,4,Bragança,PS,Amadeu Augusto Pires,1983-04-26,1985-10-06
3,4,Bragança,CDS,Hernâni Torres Moutinho,1983-04-26,1985-10-06
3,5,Castelo Branco,PS,José Maria Roque Lino,1983-04-26,1985-10-06
3,5,Castelo Branco,PS,José Martins Pires,1983-04-26,1985-10-06
3,5,Castelo Branco,PS,Fernando Fradinho Lopes,1983-04-26,1985-10-06
3,5,Castelo Branco,PSD,Francisco Antunes da Silva,1983-04-26,1985-10-06
3,5,Castelo Branco,PSD,César Augusto Vila Franca,1983-04-26,1985-10-06
3,5,Castelo Branco,CDS,João Carlos Dias Monteiro Coutinho de Lencastre,1983-04-26,1985-10-06
3,6,Coimbra,PS,Manuel Alegre de Melo Duarte,1983-04-26,1985-10-06
3,6,Coimbra,PS,António Carlos Ribeiro de Campos,1983-04-26,1985-10-06
3,6,Coimbra,PS,Carlos Alberto Raposo Santana Maia,1983-04-26,1985-10-06
3,6,Coimbra,PS,José da Cunha e Sá,1983-04-26,1985-10-06
3,6,Coimbra,PS,Henrique Aureliano Vieira Lopes,1983-04-26,1985-10-06
3,6,Coimbra,PS,Dinis Manuel Pedro Alves,1983-04-26,1985-10-06
3,6,Coimbra,PSD,Carlos Alberto da Mota Pinto,1983-04-26,1985-10-06
3,6,Coimbra,PSD,Manuel Pereira,1983-04-26,1985-10-06
3,6,Coimbra,PSD,Manuel da Costa Andrade,1983-04-26,1985-10-06
3,6,Coimbra,APU,Jaime dos Santos Serra,1983-04-26,1985-10-06
3,6,Coimbra,CDS,José Luís da Cruz Vilaça,1983-04-26,1985-10-06
3,7,Évora,APU,António Manuel dos Santos Murteira,1983-04-26,1985-10-06
3,7,Évora,APU,Custódio Jacinto Gingão,1983-04-26,1985-10-06
3,7,Évora,APU,António José Monteiro Vidigal Amaro,1983-04-26,1985-10-06
3,7,Évora,PS,Paulo Manuel de Barros Barral,1983-04-26,1985-10-06
3,7,Évora,PSD,Mariana Santos Calhau Perdigão,1983-04-26,1985-10-06
3,8,Faro,PS,Maria de Jesus Barroso Soares,1983-04-26,1985-10-06
3,8,Faro,PS,Luís Silvério Gonçalves Saias,1983-04-26,1985-10-06
3,8,Faro,PS,Eurico Faustino Correia,1983-04-26,1985-10-06
3,8,Faro,PS,António César Gouveia de Oliveira,1983-04-26,1985-10-06
3,8,Faro,PS,Carlos Luís Filipe Gracias,1983-04-26,1985-10-06
3,8,Faro,PSD,José Adriano Gago Vitorino,1983-04-26,1985-10-06
3,8,Faro,PSD,Cristóvão Guerreiro Norte,1983-04-26,1985-10-06
3,8,Faro,APU,Carlos Alfredo de Brito,1983-04-26,1985-10-06
3,8,Faro,APU,Maria Margarida do Carmo Tengarrinha Campos Costa,1983-04-26,1985-10-06
3,9,Guarda,PS,José Veiga Simão,1983-04-26,1985-10-06
3,9,Guarda,PS,Abílio Aleixo Curto,1983-04-26,1985-10-06
3,9,Guarda,PSD,Marília Dulce Coelho Pires Morgado Raimundo,1983-04-26,1985-10-06
3,9,Guarda,PSD,José António Valério do Couto,1983-04-26,1985-10-06
3,9,Guarda,CDS,Luís Eduardo da Silva Barbosa,1983-04-26,1985-10-06
3,10,Leiria,PSD,Victor Pereira Crespo,1983-04-26,1985-10-06
3,10,Leiria,PSD,José Augusto Santos da Silva Marques,1983-04-26,1985-10-06
3,10,Leiria,PSD,Reinaldo Alberto Ramos Gomes,1983-04-26,1985-10-06
3,10,Leiria,PSD,Fernando José Costa,1983-04-26,1985-10-06
3,10,Leiria,PS,Almerindo da Silva Marques,1983-04-26,1985-10-06
3,10,Leiria,PS,Leonel de Sousa Fadigas,1983-04-26,1985-10-06
3,10,Leiria,PS,João de Almeida Eliseu,1983-04-26,1985-10-06
3,10,Leiria,PS,Hermínio Martins de Oliveira,1983-04-26,1985-10-06
3,10,Leiria,CDS,José Miguel Nunes Anacoreta Correia,1983-04-26,1985-10-06
3,10,Leiria,CDS,Francisco Manuel de Menezes Falcão,1983-04-26,1985-10-06
3,10,Leiria,APU,Joaquim Gomes dos Santos,1983-04-26,1985-10-06
3,11,Lisboa,PS,Mário Alberto Nobre Lopes Soares,1983-04-26,1985-10-06
3,11,Lisboa,PS,Manuel Alfredo Tito de Morais,1983-04-26,1985-10-06
3,11,Lisboa,PS,Jaime José Matos da Gama,1983-04-26,1985-10-06
3,11,Lisboa,PS,António Poppe Lopes Cardoso,1983-04-26,1985-10-06
3,11,Lisboa,PS,Walter Ruivo Pinto Gomes da Rosa,1983-04-26,1985-10-06
3,11,Lisboa,PS,Rui Fernando Pereira Mateus,1983-04-26,1985-10-06
3,11,Lisboa,PS,Joaquim Jorge de Magalhães Saraiva da Mota,1983-04-26,1985-10-06
3,11,Lisboa,PS,Mário Augusto Sotto Mayor Leal Cardia,1983-04-26,1985-10-06
3,11,Lisboa,PS,José Manuel Torres Couto,1983-04-26,1985-10-06
3,11,Lisboa,PS,Teófilo Carvalho dos Santos,1983-04-26,1985-10-06
3,11,Lisboa,PS,Joaquim José Catanho de Menezes,1983-04-26,1985-10-06
3,11,Lisboa,PS,António Gonçalves Janeiro,1983-04-26,1985-10-06
3,11,Lisboa,PS,Alfredo José Somera Simões Barroso,1983-04-26,1985-10-06
3,11,Lisboa,PS,Francisco Manuel Marcelo Monteiro Curto,1983-04-26,1985-10-06
3,11,Lisboa,PS,Alberto Manuel Avelino,1983-04-26,1985-10-06
3,11,Lisboa,PS,António Manuel Chambica de Azevedo Gomes,1983-04-26,1985-10-06
3,11,Lisboa,PS,António Jorge Duarte Rebelo de Sousa,1983-04-26,1985-10-06
3,11,Lisboa,PS,João Joaquim Gomes,1983-04-26,1985-10-06
3,11,Lisboa,PS,Rodolfo Alexandrino Suzano Crespo,1983-04-26,1985-10-06
3,11,Lisboa,PS,Maria Margarida Ferreira Marques,1983-04-26,1985-10-06
3,11,Lisboa,PS,Helena de Melo Torres Marques,1983-04-26,1985-10-06
3,11,Lisboa,APU,Álvaro Barreirinhas Cunhal,1983-04-26,1985-10-06
3,11,Lisboa,APU,José Manuel Marques do Carmo Mendes Tengarrinha,1983-04-26,1985-10-06
3,11,Lisboa,APU,Octávio Floriano Rodrigues Pato,1983-04-26,1985-10-06
3,11,Lisboa,APU,António Anselmo Aníbal,1983-04-26,1985-10-06
3,11,Lisboa,APU,Álvaro Augusto Veiga de Oliveira,1983-04-26,1985-10-06
3,11,Lisboa,APU,Jerónimo Carvalho de Sousa,1983-04-26,1985-10-06
3,11,Lisboa,APU,Maria Alda Barbosa Nogueira,1983-04-26,1985-10-06
3,11,Lisboa,APU,Carlos Alberto do Vale Gomes Carvalhas,1983-04-26,1985-10-06
3,11,Lisboa,APU,Georgete de Oliveira Ferreira,1983-04-26,1985-10-06
3,11,Lisboa,APU,António José de Almeida Silva Graça,1983-04-26,1985-10-06
3,11,Lisboa,APU,Maria Odete Jesus Filipe,1983-04-26,1985-10-06
3,11,Lisboa,APU,Jorge Manuel Abreu de Lemos,1983-04-26,1985-10-06
3,11,Lisboa,APU,João António Gonçalves do Amaral,1983-04-26,1985-10-06
3,11,Lisboa,APU,Manuel Correia Lopes,1983-04-26,1985-10-06
3,11,Lisboa,APU,José Luís Judas,1983-04-26,1985-10-06
3,11,Lisboa,PSD,Nuno Aires Rodrigues dos Santos,1983-04-26,1985-10-06
3,11,Lisboa,PSD,Antônio d'Orey Capucho,1983-04-26,1985-10-06
3,11,Lisboa,PSD,Pedro Miguel de Santana Lopes,1983-04-26,1985-10-06
3,11,Lisboa,PSD,Afonso de Sousa Freire de Moura Guedes,1983-04-26,1985-10-06
3,11,Lisboa,PSD,Rui Manuel de Sousa Almeida Mendes,1983-04-26,1985-10-06
3,11,Lisboa,PSD,Arménio dos Santos,1983-04-26,1985-10-06
3,11,Lisboa,PSD,Pedro Augusto Cunha Pinto,1983-04-26,1985-10-06
3,11,Lisboa,PSD,Rui Manuel de Oliveira Costa,1983-04-26,1985-10-06
3,11,Lisboa,PSD,Fernando José Russo Roque Correia Afonso,1983-04-26,1985-10-06
3,11,Lisboa,PSD,Rogério da Conceição Serafim Martins,1983-04-26,1985-10-06
3,11,Lisboa,PSD,Maria Margarida do Rego Salema de Moura Ribeiro,1983-04-26,1985-10-06
3,11,Lisboa,PSD,Leonel Santa Rita Pires,1983-04-26,1985-10-06
3,11,Lisboa,PSD,Maria Leonor Couceiro Pizarro Beleza de Mendonça Tavares,1983-04-26,1985-10-06
3,11,Lisboa,CDS,Francisco António Lucas Pires,1983-04-26,1985-10-06
3,11,Lisboa,CDS,João António de Morais Silva Leitão,1983-04-26,1985-10-06
3,11,Lisboa,CDS,Nuno Krus Abecassis,1983-04-26,1985-10-06
3,11,Lisboa,CDS,Alfredo Albano de Castro de Azevedo Soares,1983-04-26,1985-10-06
3,11,Lisboa,CDS,Narana Sinai Coissoró,1983-04-26,1985-10-06
3,11,Lisboa,CDS,António Gomes de Pinho,1983-04-26,1985-10-06
3,11,Lisboa,CDS,Luís Filipe Paes Beiroco,1983-04-26,1985-10-06
3,12,Portalegre,PS,Júlio Francisco Miranda Calha,1983-04-26,1985-10-06
3,12,Portalegre,PS,Gil da Conceição Palmeira Romão,1983-04-26,1985-10-06
3,12,Portalegre,APU,Joaquim António Miranda da Silva,1983-04-26,1985-10-06
3,12,Portalegre,PSD,João Luís Malato Correia,1983-04-26,1985-10-06
3,13,Porto,PS,António Cândido Miranda Macedo,1983-04-26,1985-10-06
3,13,Porto,PS,Mário Manuel Cal Brandão,1983-04-26,1985-10-06
3,13,Porto,PS,António de Almeida Santos,1983-04-26,1985-10-06
3,13,Porto,PS,José Luís do Amaral Nunes,1983-04-26,1985-10-06
3,13,Porto,PS,Carlos Cardoso Lage,1983-04-26,1985-10-06
3,13,Porto,PS,Fernando Manuel dos Santos Gomes,1983-04-26,1985-10-06
3,13,Porto,PS,José Narciso Rodrigues de Miranda,1983-04-26,1985-10-06
3,13,Porto,PS,João Rosado Correia,1983-04-26,1985-10-06
3,13,Porto,PS,Raul Fernando Sousela da Costa Brito,1983-04-26,1985-10-06
3,13,Porto,PS,Eurico José Palheiros de Carvalho Figueiredo,1983-04-26,1985-10-06
3,13,Porto,PS,António Manuel de Carvalho Ferreira Vitorino,1983-04-26,1985-10-06
3,13,Porto,PS,José Manuel Lello Ribeiro de Almeida,1983-04-26,1985-10-06
3,13,Porto,PS,Beatriz Almeida Cal Brandão,1983-04-26,1985-10-06
3,13,Porto,PS,Manuel Cardoso Vilhena de Carvalho,1983-04-26,1985-10-06
3,13,Porto,PS,Bento Elísio de Azevedo,1983-04-26,1985-10-06
3,13,Porto,PS,Francisco Lima Monteiro,1983-04-26,1985-10-06
3,13,Porto,PS,Manuel Laranjeira Vaz,1983-04-26,1985-10-06
3,13,Porto,PS,Fernando Alberto Pereira de Sousa,1983-04-26,1985-10-06
3,13,Porto,PSD,Mário Júlio Montalvão Machado,1983-04-26,1985-10-06
3,13,Porto,PSD,Amélia Cavaleiro Monteiro de Andrade de Azevedo,1983-04-26,1985-10-06
3,13,Porto,PSD,José Augusto Baptista Lopes e Seabra,1983-04-26,1985-10-06
3,13,Porto,PSD,Alípio Barrosa Pereira Dias,1983-04-26,1985-10-06
3,13,Porto,PSD,Rui Alberto Barradas do Amaral,1983-04-26,1985-10-06
3,13,Porto,PSD,Manuel Maria Moreira,1983-04-26,1985-10-06
3,13,Porto,PSD,Agostinho Correia Branquinho,1983-04-26,1985-10-06
3,13,Porto,PSD,Manuel Ferreira Martins,1983-04-26,1985-10-06
3,13,Porto,PSD,José Bento Gonçalves,1983-04-26,1985-10-06
3,13,Porto,PSD,Manuel António Araújo dos Santos,1983-04-26,1985-10-06
3,13,Porto,APU,Carlos Campos Rodrigues da Costa,1983-04-26,1985-10-06
3,13,Porto,APU,Ângelo Matos Mendes Veloso,1983-04-26,1985-10-06
3,13,Porto,APU,Lino Carvalho de Lima,1983-04-26,1985-10-06
3,13,Porto,APU,Raul Fernandes de Morais e Castro,1983-04-26,1985-10-06
3,13,Porto,APU,António da Silva Mota,1983-04-26,1985-10-06
3,13,Porto,CDS,Adriano José Alves Moreira,1983-04-26,1985-10-06
3,13,Porto,CDS,José Vieira de Carvalho,1983-04-26,1985-10-06
3,13,Porto,CDS,Joaquim Rocha dos Santos,1983-04-26,1985-10-06
3,13,Porto,CDS,João Lopes Porto,1983-04-26,1985-10-06
3,13,Porto,CDS,Eugénio Maria Nunes Anacoreta Correia,1983-04-26,1985-10-06
3,14,Santarém,PS,José Manuel Nisa Antunes Mendes,1983-04-26,1985-10-06
3,14,Santarém,PS,Jorge Lacão da Costa,1983-04-26,1985-10-06
3,14,Santarém,PS,José dos Santos Gonçalves Frazão,1983-04-26,1985-10-06
3,14,Santarém,PS,Silvino Manuel Gomes Sequeira,1983-04-26,1985-10-06
3,14,Santarém,PS,José António Nuno Furtado Fernandes,1983-04-26,1985-10-06
3,14,Santarém,PSD,Leonardo Ribeiro de Almeida,1983-04-26,1985-10-06
3,14,Santarém,PSD,Fernando dos Reis Condesso,1983-04-26,1985-10-06
3,14,Santarém,PSD,Abílio Gaspar Rodrigues,1983-04-26,1985-10-06
3,14,Santarém,APU,António Dias Lourenço da Silva,1983-04-26,1985-10-06
3,14,Santarém,APU,Raimundo do Céu Cabral,1983-04-26,1985-10-06
3,14,Santarém,APU,Álvaro Favas Brazileiro,1983-04-26,1985-10-06
3,14,Santarém,CDS,Henrique Manuel Soares Cruz,1983-04-26,1985-10-06
3,15,Setúbal,APU,Domingos Abrantes Ferreira,1983-04-26,1985-10-06
3,15,Setúbal,APU,José Rodrigues Vitoriano,1983-04-26,1985-10-06
3,15,Setúbal,APU,José Manuel Maia Nunes de Almeida,1983-04-26,1985-10-06
3,15,Setúbal,APU,Maria Odete dos Santos,1983-04-26,1985-10-06
3,15,Setúbal,APU,Manuel Rogério de Sousa Brito,1983-04-26,1985-10-06
3,15,Setúbal,APU,João Cerveira Corregedor da Fonseca,1983-04-26,1985-10-06
3,15,Setúbal,APU,Carlos Alberto do Carmo da Costa Espadinha,1983-04-26,1985-10-06
3,15,Setúbal,APU,Jorge Manuel Lampreia Patrício,1983-04-26,1985-10-06
3,15,Setúbal,PS,Eduardo Ribeiro Pereira,1983-04-26,1985-10-06
3,15,Setúbal,PS,António Manuel Maldonado Gonelha,1983-04-26,1985-10-06
3,15,Setúbal,PS,Manuel da Mata de Cáceres,1983-04-26,1985-10-06
3,15,Setúbal,PS,Vítor Hugo Jesus Sequeira,1983-04-26,1985-10-06
